audio_id,language,audio,option_1,option_2,option_3,option_4,option_5,correct_option,true_golden_option_index
1090,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1090.wav,اندلعت الاحتجاجات العنيفة أحياناً بسبب الفشل في إقامة الانتخابات المزمع really إجراؤها منذ 2011,اندلعت الاحتجاجات العنيفة أحياناً بسبب الفشل في إقامة الانتخابات المزمع إجراؤها منذ 2011,اندلعت الاحتجاجات العنيفة أحياناً بسبب الفشل في إقامة الانتخابات المزمع إجراؤها 2011 منذ,اندلعت الاحتجاجات العنيفة أحياناً بسبب الفشل في الانتخابات المزمع إجراؤها منذ 2011,اندلعت الاحتجاجات العنيفة أحياناً بسبب الفشل في إقامة الانتخابات إجراؤها منذ 2011,2,2
402,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/402.wav,الغواصات هي سفن مصممة تحت الماء والبقاء هناك لفترة طويلة من الزمن,الغواصات هي سفن مصممة للسفر تحت الماء والبقاء هناك لفترة طويلة من الزمن,الغواصات هي actually سفن مصممة للسفر تحت الماء والبقاء هناك لفترة طويلة من الزمن,الغواصات هي سفن مصممة للسفر تحت الماء والبقاء هناك لفترة طويلة مn الزمن,الغواصات هي سفن مصممة للسفر تحت الماء والبقاء هناك طويلة لفترة من الزمن,2,2
458,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/458.wav,من العيوب الأخرى just لعدسات التكبير هو أن أقصى فتحة أي السرعة للعدسة تكون عادة أقل,من العيوب الأخرى لعدسات التqبير هو أن أقصى فتحة أي السرعة للعدسة تكون عادة أقل,من العيوب الأخرى لعدسات التكبير هو أن أقصى فتحة أي السرعة للعدسة تكون عادd أقل,من العيوب الأخرى لعدسات التكبير هو أن أقصىeفتحة أي السرعة للعدسة تكون عادة أقل,من العيوب الأخرى لعدسات التكبير هو أن أقصى فتحة أي السرعة للعدسة تكون عادة أقل,5,5
68,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/68.wav,عندما بدأ المستأجرون مشاركة ما حدث لهم أدركت معظم العائلات المعنية فجأة أن كارولين ويلسون من هيئة الإسكان في أوكلاند قد سرقت ودائع التأمين الخاصة بهم وهربl خارج المدينة,عندما بدأ المستأجرون مشاركة ما حدث لهم أدركت معظم العائلات المعنية فجأة أن كارولين ويلسون من هيئة الإسكان في أوكلاند قد سرقت ودائع التأمين الخاصة بهم وهربت خارج المدينة,عندما بدأ المستأجرون مشاركة ما حدث أدركت معظم العائلات المعنية فجأة أن كارولين ويلسون من هيئة الإسكان في أوكلاند قد سرقت ودائع التأمين الخاصة بهم وهربت خارج المدينة,عندما بدأ المستأجرون مشاركة ما حدث لهم أدركت معظم العائلات المعنية فجأة أن كارولين ويلسون من هيئة الإسكان في أوكلاند قد سرقت ودائع التأمين الخاصة وهربت بهم خارج المدينة,عندما بدأ المستأجرون مشاركة ما حدث لهم أدركت معظم العائلات المعنية فجأة أن كارولين ويلسون من هيئة الإسكان في أوكلاند قد سرقت ودائع التأمين الخاصة بهم وهربت خارج اrمدينة,2,2
1470,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1470.wav,من الأمثلة الحديثة الأكثر جدارةً بالملاحظة هي حملة شمال الأطلسي في الحرب العالمية lلثانية حيث حاول الأمريكيون نقل الأفراد والمواد عبر المحيط الأطلسي في سبيل مساعدة بريطانيا,من الأمثلة الحديثة الأكثر جدارةً بالملاحظة هي حملة شمال الأطلسي في الحرب العالمية الثانية حيث حاول الأمريكيون نقل الأفراد والمواد عبر الأطلسي المحيط في سبيل مساعدة بريطانيا,من الأمثلة الحديثة الأكثر جدارةً بالملاحظة هي حملة شمال الأcلسي في الحرب العالمية الثانية حيث حاول الأمريكيون نقل الأفراد والمواد عبر المحيط الأطلسي في سبيل مساعدة بريطانيا,من الأمثلة الحديثة الأكثر جدارةً بالملاحظة هي حملة شمال الأطلسي في الحرب العالمية الثانية حيث حاول الأمريكيون نقv الأفراد والمواد عبر المحيط الأطلسي في سبيل مساعدة بريطانيا,من الأمثلة الحديثة الأكثر جدارةً بالملاحظة هي حملة شمال الأطلسي في الحرب العالمية الثانية حيث حاول الأمريكيون نقل الأفراد والمواد عبر المحيط الأطلسي في سبيل مساعدة بريطانيا,5,5
300,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/300.wav,قد يفتح فشل الجملة الثانية التي تقترح منع الاتحادات المدنية لشخصين من نفس الجنس الباب للاتحادات المدنية في المستقaل,قد يفتح فشل الجملة الثانية التي تقترح منع الاتحادات المدنية لشخصين من نفس الجنس الباب للاتحادات المدنية في المستقبل,قد يفتح فشل الجملة الثانية تقترح التي منع الاتحادات المدنية لشخصين من نفس الجنس الباب للاتحادات المدنية في المستقبل,قد يفتح فشل الجملة الثانية التي تقترح منع also الاتحادات المدنية لشخصين من نفس الجنس الباب للاتحادات المدنية في المستقبل,قد يفتح فشل الجملة الثانية التي تقترl منع الاتحادات المدنية لشخصين من نفس الجنس الباب للاتحادات المدنية في المستقبل,2,2
901,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/901.wav,والمشكلة هي أن الثلوج لزجة لذلك تحتاج بjض التحفيز لتنزل وبعض الثلوج النازلة يمكن أن تكون حافز للبقية,والمشكلة هي أن الثلوج لزجة لذلك تحتاج بعض التحفيز لتنزل وبعض الثلوج النازلة يمكن أن تكdن حافز للبقية,هي أن الثلوج لزجة لذلك تحتاج بعض التحفيز لتنزل وبعض الثلوج النازلة يمكن أن تكون حافز للبقية,والمشكلة هي أن الثلوج لزجة لذلك تحتاج بعض التحفيز لتنزل وبعض الثلوج النازلة يمكن أن تكون حافز للبقية,والمشكلة هي أن الثلوج لزجة لذلك تحتاج التحفيز بعض لتنزل وبعض الثلوج النازلة يمكن أن تكون حافز للبقية,4,4
675,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/675.wav,الدخول إلى جنوب أفريقيا بالسّيارة هو طريقةٌ رائعةٌ لمشاهدة كل جمال المنطقة بالإضافة إلى الوصول الأماكن خارج الطرق السياحية المعتادة,الدخول إلى جنوب أفريقيا بالسّيارة هو طريقةٌ رائعةٌ لمشاهدة كل جمال المنطقة بالإضافة إلى الوصول إلى الأماكe خارج الطرق السياحية المعتادة,الدخول إلى جنوب أفريقيا بالسّيارة هو طريقةٌ رائعةٌ لمشاهدة جمال المنطقة بالإضافة إلى الوصول إلى الأماكن خارج الطرق السياحية المعتادة,الدخول إلى جنوب أفريقيا بالسّيارة هو طريقةٌ رائعةٌ لمشاهدة كل جمال المنطقة بالإضافة إلى الوصول إلى الأماكن actually خارج الطرق السياحية المعتادة,الدخول إلى جنوب أفريقيا بالسّيارة هو طريقةٌ رائعةٌ لمشاهدة كل جمال المنطقة بالإضافة إلى الوصول إلى الأماكن خارج الطرق السياحية المعتادة,5,5
891,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/891.wav,تذهب الجولات الجوية المتخصّصة من حينٍ لآخر إلى الداخل لتسلّق الجبال أو للوصول إلى القطب الذي يحتوي على قاعدةٍ كبيرةٍ,تذهب الجولات الجوية المتخصّصة من حينٍ لآخر إلى الداخل لتسلّق الجبال أو للوصول إلى القطب الذي يحتوي قاعدةٍ كبيرةٍ,تذهب الجولات الجوية المتخصّصة من حينٍ لآخر إلى الداخل لتسلّق الجبال أو للوصول إلى القطب الذي يحتوي على قاعدةٍ كبيرةٍ just,تذهب الجولات الجوية المتخصّصة من لآخر حينٍ إلى الداخل لتسلّق الجبال أو للوصول إلى القطب الذي يحتوي على قاعدةٍ كبيرةٍ,تذهب الجولات الجوية المتخصّصة من حينٍ لآخر إلى الداخل لتسلّق الجبال أو للوصول إلى القطب الذي يحتوي uلى قاعدةٍ كبيرةٍ,1,1
1120,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1120.wav,الرياضات الثلجية على المنحدرات والتي تشمل التزلج والتزحلق على الجليد هي من الرياضات الشعبية التي تنطوي على الانزلاق إلى أسفل رقعة من الأرض المغطاة بالثلوج بواسطة الزلاجات أو لوح التزلج في قدميك,الرياضات الثلجية على المنحدرات والتي تشمل التزلج والتزحلق على الجليد هي من actually الرياضات الشعبية التي تنطوي على الانزلاق إلى أسفل رقعة من الأرض المغطاة بالثلوج بواسطة الزلاجات أو لوح التزلج المثبتة في قدميك,الرياضات الثلجية على المنحدرات والتي تشمل التزلج والتزحلق really على الجليد هي من الرياضات الشعبية التي تنطوي على الانزلاق إلى أسفل رقعة من الأرض المغطاة بالثلوج بواسطة الزلاجات أو لوح التزلج المثبتة في قدميك,الرياضات الثلجية qلى المنحدرات والتي تشمل التزلج والتزحلق على الجليد هي من الرياضات الشعبية التي تنطوي على الانزلاق إلى أسفل رقعة من الأرض المغطاة بالثلوج بواسطة الزلاجات أو لوح التزلج المثبتة في قدميك,الرياضات الثلجية على المنحدرات والتي تشمل التزلج والتزحلق على الجليد هي من الرياضات الشعبية التي تنطوي على الانزلاق إلى أسفل رقعة من الأرض المغطاة بالثلوج بواسطة الزلاجات أو لوح التزلج المثبتة في قدميك,5,5
624,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/624.wav,النّجاح قصص هذه قلّلت من مخاوف التّغيير بينما خلقت اتجاهاتٍ إيجابيةٍ نحو التّغيير في المستقبل,قصص النّجاح هذه قلّلت من مخاوف التّغيير بينما خلقت اتجاهاتٍ إيجابيةٍ نحو التّغيير في المستقبل,قصص النّجاح هذه قلّلت من مخاوف التّغيير بينما خلقت اتجاهاتٍ إيجابيةٍ نحو التّغيير المستقبل في,قصص النّجاح هذه قلّلت من مخاوف basically التّغيير بينما خلقت اتجاهاتٍ إيجابيةٍ نحو التّغيير في المستقبل,قصص النّجاح هذه قلّلت من مخاوف التّغيير بينما خلقت إيجابيةٍ نحو التّغيير في المستقبل,2,2
181,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/181.wav,أشار الدليل فيما very بعد أنه تم التلاعب بأوراق الاختبار ليتم اتهام هال و34 آخرين من موظفي التعليم في العام 2013,أشار الدليل فيما بعد just أنه تم التلاعب بأوراق الاختبار ليتم اتهام هال و34 آخرين من موظفي التعليم في العام 2013,أشار الدليل فيما بعد أنه تم التلاعب بأوراق very الاختبار ليتم اتهام هال و34 آخرين من موظفي التعليم في العام 2013,أشار الدليل فيما بعد أنه تم التلاعب بأوراق الاختبار ليتم اتهام هال و34 آخرين من موظفي التعليم العام في 2013,أشار الدليل فيما بعد أنه تم التلاعب بأوراق الاختبار ليتم اتهام هال و34 آخرين من موظفي التعليم في العام 2013,5,5
1187,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1187.wav,استخدم هيرشي وتشيس العاثيات أو الفيروسات لإدخال الحمض النوويّ الخاصّ بهما إلى الجpاثيم,استخدم هيرشي basically وتشيس العاثيات أو الفيروسات لإدخال الحمض النوويّ الخاصّ بهما إلى الجراثيم,استخدم هيرشي وتشيس العاثيات أو الفيروسات لإدخاb الحمض النوويّ الخاصّ بهما إلى الجراثيم,استخدم هيرشي وتشيس العاثيات أو الفيروسات لإدخال النوويّ الخاصّ بهما إلى الجراثيم,استخدم هيرشي وتشيس العاثيات أو الفيروسات لإدخال الحمض النوويّ الخاصّ بهما إلى الجراثيم,5,5
36,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/36.wav,تم تركيب شعاعين من الضوء حتى يتم توجيههما also نحو السماء أثناء الليل,تم تركيب شعاعين من الضوء حتى يتم توجيههما نحو السماء أثناء الليل,تم تركيب شعاعين من الضوء يتم توجيههما نحو السماء أثناء الليل,تم تركيب شعاعين من الضوء very حتى يتم توجيههما نحو السماء أثناء الليل,تم تركيب شعاعين من الضوء حتى يتم توجيههما نحو السماء أثناء الليل very,2,2
1255,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1255.wav,"من المتوقع أن أغلب تذاكر الحدث ستبلغ تكلفتها بين 2,500 ين و 130,000 يt أما كلفة العادية النموذجية فستكون حوالي 7,000 ين","من المتوقع أن أغلب تذاكر الحدث ستبلغ تكلفتها بين 2,500 ين و 130,000 ين أما كلفة العادية النموذجية فستكون حوالي 7,000 ين","من المتوقع أن أغلب تذاكر الحدث ستبلغ تكلفتها بين 2,500 ين و 130,000 ين أما كلفة العادية النموذجية فستكون حوالي 7,000 really ين","من المتوقع أن أغلب تذاكر الحدث ستبلغ تكلفتها بين 2,500 ين و 130,000 ين أما كلفة العادية النموذجية really فستكون حوالي 7,000 ين","من المتوقع أن أغلب تذاكر الحدث ستبلغ تكلفتها بين 2,500 ين و 130,000 ين أما كلفة العادية النموذجية فستكون حnالي 7,000 ين",2,2
814,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/814.wav,للقيام برحلة نهارية على طول طريق سهل يتطلب القليل من الاستعدادات ويمكن really لأي شخص لديه لياقة بشكل معتدل الاستمتاع بها,للقيامqبرحلة نهارية على طول طريق سهل يتطلب القليل من الاستعدادات ويمكن لأي شخص لديه لياقة بشكل معتدل الاستمتاع بها,للقيام برحلة على طول طريق سهل يتطلب القليل من الاستعدادات ويمكن لأي شخص لديه لياقة بشكل معتدل الاستمتاع بها,للقيام برحلة نهارية على طول طريق سهل يتطلب القليل من الاستعدادات ويمكن لأي لديه لياقة بشكل معتدل الاستمتاع بها,للقيام برحلة نهارية على طول طريق سهل يتطلب القليل من الاستعدادات ويمكن لأي شخص لديه لياقة بشكل معتدل الاستمتاع بها,5,5
715,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/715.wav,قم بالتأكد مp أن الوكيل الذي سوف تحجز عن طريقه متخصص في جزر جالاباجوس ولديه معرفةٌ واسعةٌ بمجموعاتٍ متنوعةٍ من السفن,قم بالتأكد من أن الوكيل الذي سوف تحجز very عن طريقه متخصص في جزر جالاباجوس ولديه معرفةٌ واسعةٌ بمجموعاتٍ متنوعةٍ من السفن,قم بالتأكد أن من الوكيل الذي سوف تحجز عن طريقه متخصص في جزر جالاباجوس ولديه معرفةٌ واسعةٌ بمجموعاتٍ متنوعةٍ من السفن,قم بالتأكد من أن الوكيل الذي سوف تحجز عن طريقه متخصص في جزر جالاباجوس ولديه معرفةٌ واسعةٌ بمجموعاتٍ متنوعةٍ من السفن,قم just بالتأكد من أن الوكيل الذي سوف تحجز عن طريقه متخصص في جزر جالاباجوس ولديه معرفةٌ واسعةٌ بمجموعاتٍ متنوعةٍ من السفن,4,4
1439,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1439.wav,يتواجد قنديل البحر الصندوقي بالقرب من الشواطئ ومصبات الأنهار من تشرين الأول إلى نيسان شمال 1770 ويمكن العثور عليه أحياناً في غير هذه الأوقات,يتواجد قنديل البحر بالقرب من الشواطئ ومصبات الأنهار من تشرين الأول إلى نيسان شمال 1770 ويمكن العثور عليه أحياناً في غير هذه الأوقات,يتواجد قنديل البحر الصندوقي بالقرب من الشواطئ ومصبات الأنهار من تشرين إلى نيسان شمال 1770 ويمكن العثور عليه أحياناً في غير هذه الأوقات,يتواجد قنديل البحر الصندوقي also بالقرب من الشواطئ ومصبات الأنهار من تشرين الأول إلى نيسان شمال 1770 ويمكن العثور عليه أحياناً في غير هذه الأوقات,يتواجد قنديل البحر الصندوقي بالقرب من الشواطئ الأنهار من تشرين الأول إلى نيسان شمال 1770 ويمكن العثور عليه أحياناً في غير هذه الأوقات,1,1
44,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/44.wav,تبلغ حاليًا سرعة ريح إعصار فريد 105 أميال في الساعة 165 very كم/ساعة ويتجه نحو الشمال الغربي,تبلغ حاليًا سرعة ريح إعصار فريد 105 أميال الساعة 165 كم/ساعة ويتجه نحو الشمال الغربي,تبلغ حاليًا سرعة ريح إعصار فريد أميال في الساعة 165 كم/ساعة ويتجه نحو الشمال الغربي,تبلغ حاليًا سwعة ريح إعصار فريد 105 أميال في الساعة 165 كم/ساعة ويتجه نحو الشمال الغربي,تبلغ حاليًا سرعة ريح إعصار فريد 105 أميال في الساعة 165 كم/ساعة ويتجه نحو الشمال الغربي,5,5
82,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/82.wav,يعد إليزابيث نوعاً من عائلة الديناصورات السريعة وقريب ديناصور فيلوسيرابتور,يعد eيسبيرونيكوس إليزابيث نوعاً من عائلة الديناصورات السريعة وقريب ديناصور فيلوسيرابتور,يعد هيسبيرونيكوس إليزابيث نوعاً من عائلة الديناصورات السريعة ديناصور فيلوسيرابتور,يعد هيسبيرونيكوس إليزابيث نوعاً من عائلة الديناصورات السريعة وقريب ديناصور فيلوسيرابتور,يعد هيسبيرونيكوس إليزابيث نوعاً عائلة الديناصورات السريعة وقريب ديناصور فيلوسيرابتور,4,4
347,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/347.wav,كان الناس يضربون ألواح الزجاج بالكراسي لكن النوافذ كانت غير قابلة للكسر,كان الناس يضربون ألواح الزجاج بالكراسي لكن النوافذ كانت غير للكسر قابلة,كان الناس يضربون ألواح الزجاج بالكراسي لكن كانت النوافذ غير قابلة للكسر,الناس يضربون ألواح الزجاج بالكراسي لكن النوافذ كانت غير قابلة للكسر,كان الناس يضربون ألواح الزجاج بالكراسي لكن النوافذ كانت غير قابلة للكسر actually,1,1
855,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/855.wav,درجة متروبلس أكثر راحة وأقل لكنها أغلى رغم أنها تظل أرخص من تذاكر المترو العادية في أوروبا,درجة متروبلس أكثر راحة وأقل ازدحامًا لكنها أغلى رغم تظل أرخص من تذاكر المترو العادية في أوروبا,درجة متروبلس أكثر راحة وأقل ازدحامًا لكنها أغلى رغم أنها تظل أرخص من تذاكر المترو العادية في أوروبا,درجة متروبلس أكثر راحة وأقل ازدحامًا لكنها رغم أنها تظل أرخص من تذاكر المترو العادية في أوروبا,درجة متروبلس أكثر راحة وأقل ازدحامًا لكنها أغلى رغم أنها أرخص تظل من تذاكر المترو العادية في أوروبا,3,3
602,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/602.wav,لا يزال للنيتروجين كغاز نفس خصائص النيتروجين السائل تكون الحالة السائلة أكثر كثافة ولكن الجزيئات تبقى كما هي,لا يزال للنيتروجين كغاز نفس خuائص النيتروجين السائل تكون الحالة السائلة أكثر كثافة ولكن الجزيئات تبقى كما هي,لا يزال للنيتروجين كغاز نفس خصائص النيتروجين السائل تكون الحالة السائلة أكثر كثافةmولكن الجزيئات تبقى كما هي,لا يزال للنيتروجين كغاز نفس خصائص النيتروجين تكون السائل الحالة السائلة أكثر كثافة ولكن الجزيئات تبقى كما هي,لا يزال للنيتروجين كغاز نفس خصائص النيتروجين السائل تكون الحالة السائلة أكثر ولكن الجزيئات تبقى كما هي,1,1
607,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/607.wav,وقد درس علماء الدين والفلسفة والعلوم الوقت لآلاف السنين,وقد درس علماء الدين والفلسفة والعلوم الوقت لآلاف السنين basically,وقد درس علماء الدين والفلسفة والعلوم الوقت لآلاe السنين,وقد درس علماء الدين والفلسفة really والعلوم الوقت لآلاف السنين,وقد درس علماء الدين والفلسفة وsلعلوم الوقت لآلاف السنين,1,1
865,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/865.wav,وبالتالي آفات دلهي بيلي ولعنة الفراعنة وانتقام مونcيزوما وأصدقاؤهم الكثيرون,وبالتالي آفات دلهي بيلي ولعنة الفراعنة وانتقاv مونتيزوما وأصدقاؤهم الكثيرون,وبالتالي آفات دلهي بيلي ولعنة اeفراعنة وانتقام مونتيزوما وأصدقاؤهم الكثيرون,وبالتالي آفات دلهي بيلي ولعنة الفراعنة وانتقام مونتيزوما وأصدقاؤهم الكثيرون,وبالتالي دلهي آفات بيلي ولعنة الفراعنة وانتقام مونتيزوما وأصدقاؤهم الكثيرون,4,4
1343,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1343.wav,كما أن الفشل في فعل ذلك سيؤدي إلى عواقب وخيمة اكتئاب النمو ونقص وفي التغذية النهاية الموت,basically كما أن الفشل في فعل ذلك سيؤدي إلى عواقب وخيمة اكتئاب النمو ونقص التغذية وفي النهاية الموت,كما أن just الفشل في فعل ذلك سيؤدي إلى عواقب وخيمة اكتئاب النمو ونقص التغذية وفي النهاية الموت,كما أن الفشل في فعل سيؤدي إلى عواقب وخيمة اكتئاب النمو ونقص التغذية وفي النهاية الموت,كما أن الفشل في فعل ذلك سيؤدي إلى عواقب وخيمة اكتئاب النمو ونقص التغذية وفي النهاية الموت,5,5
1102,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1102.wav,قد يكون أفضل مؤشر الداخلي للتسمم وجود حاوية مفتوحة للأدوية أو المواد الكيميائية المنزلية السامة,قد يكون أفضل مؤشر للتسمم الداخلي وجود حاوية مفتوحة للأدوية أو المواn الكيميائية المنزلية السامة,قد يكون أفضل مؤشر للتسمم الداخqي وجود حاوية مفتوحة للأدوية أو المواد الكيميائية المنزلية السامة,قد يكون أفضل مؤشر للتسمم الداخلي وجود حاوية مفتوحة للأدوية أو المواد الكيميائية المنزلية السامة,قد يكون أفضل مؤشر للتسمم الداخلي وجود حاوية مفتوحة للأدوية أو المواد الhيميائية المنزلية السامة,4,4
387,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/387.wav,كان الملك سيجونغ الملك الرابع لأسرة جوسون وكان أحد أكثر الملوك الذين حظوا بتقدير كبير,كان الملك سيجونغ الملك الرابع لأسرة جوسون وكان أحد أكثر الملوك الذين حظوا كبير,كان الملك سيجونغ الملك الرابع لأسرة جوسون وكان أحد أكثر actually الملوك الذين حظوا بتقدير كبير,كان الملك سيجونغ الملك لأسرة الرابع جوسون وكان أحد أكثر الملوك الذين حظوا بتقدير كبير,كان الملك سيجونغ الملك الرابع لأسرة جوسون وكان أحد أكثر الذين الملوك حظوا بتقدير كبير,1,1
841,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/841.wav,مع ذلك، فكل الكازينوهات المذكورة في اللائحة أعلاه تقريباً تقدم مشروبات، ومعظمها يجلب ترفيهاً يحمل علامات تجارية وبالأساس تلك الكبيرة منها والتي تحيط بألباكركي وسانتا فيه مباشرةً,مع ذلك، فكل الكازينوهات المذكورة في اللائحة أعلاه تقريباً تقدم مشروبات، ومعظمها يجلب ترفيهاً يحمل علامات تجارية وبالأساس تلك الكبيرة منها والتي تحيط بألباكركي وسانتا مباشرةً فيه,مع ذلك، فكل bلكازينوهات المذكورة في اللائحة أعلاه تقريباً تقدم مشروبات، ومعظمها يجلب ترفيهاً يحمل علامات تجارية وبالأساس تلك الكبيرة منها والتي تحيط بألباكركي وسانتا فيه مباشرةً,مع ذلك، فكل الكازينوهات المذكورة في اللائحة أعلاه تقريباً تقدم مشروبات، ومعظمها يجلب ترفيهاً يحمل علامات تجارية وبالأساس تلك الكبيرة منها والتي تحيط وسانتا فيه مباشرةً,مع ذلك، فكل الكازينوهات المذكورة اللائحة أعلاه تقريباً تقدم مشروبات، ومعظمها يجلب ترفيهاً يحمل علامات تجارية وبالأساس تلك الكبيرة منها والتي تحيط بألباكركي وسانتا فيه مباشرةً,1,1
51,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/51.wav,في الأشهر الثلاثة الماضية أطلق أكثر سراح من 80 معتقلاً من منشأة سنترال بوكنج دون توجيه تهم رسمية إليهم,في الأشهر الثلاثة الماضية أطلق سراح أكثر من 80 just معتقلاً من منشأة سنترال بوكنج دون توجيه تهم رسمية إليهم,في الأشهر الثلاثة الماضية just أطلق سراح أكثر من 80 معتقلاً من منشأة سنترال بوكنج دون توجيه تهم رسمية إليهم,في الأشهر الثلاثة الماضية أطلق سراح أكثر من 80 معتقلاً من منشأة سنترال بوكنج دون توجيه تهم رسمية إليهم,في الأشهر الثلاثة الماضية أطلق سراح أكثر من 80 معتقلاً منشأة سنترال بوكنج دون توجيه تهم رسمية إليهم,4,4
1460,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/1460.wav,لقد lال في مقابلة أن شكل البكتيريا المتغير الجديد مثير للقلق ومروّع للغاية بسبب معدل الوفيات المرتفع جداً,لقد قال في مقابلة أن شكل البكتيريا المتغير الجديد مثير للقلق ومروّع للغاية بسبب معدل الوفيات المرتفع جداً,لقد قال في مقابلة أن شكل البكتيريا المتغير الجديد مثير للقلق ومروّع بسبب للغاية معدل الوفيات المرتفع جداً,لقد قال في مقابلة أن شكz البكتيريا المتغير الجديد مثير للقلق ومروّع للغاية بسبب معدل الوفيات المرتفع جداً,لقد قال في مقابلة أن شكل البكتيريا المتغير الجديد مثير للقلق ومروّع للغاية بسبl معدل الوفيات المرتفع جداً,2,2
374,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/374.wav,كيف ستسحبني جاذبية أيو إذا وقفت على سطح أيو سيصبح وزنك أقل مما هو عليه على الأرض,كيف ستسحبني جاذبية أيو إذا وقفت على سطح أيو سيصبح وزنك أقل مما هe عليه على الأرض,كيف ستسحبني جاذبية أيو إذا وقفت على سطح أيو سيصبح وزنك أقل هو عليه على الأرض,كيف ستسحبني جاذبية أيو إذا وقفت على سطح أيو سيصبح وزنك أقل مما هو عليه على just الأرض,كيف ستسحبني جاذبية أيو إذا وقفت على سطح أيو سيصبح أقل وزنك مما هو عليه على الأرض,1,1
120,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/120.wav,وتستند اللعبة أحداثها في إلى معركة الفلوجة الثانية والتي كانت معركةً شرسةً بين القوات الأمريكية والعراقية,وتستند اللعuة في أحداثها إلى معركة الفلوجة الثانية والتي كانت معركةً شرسةً بين القوات الأمريكية والعراقية,وتستند اللعبة في أحداثها إلى معركة الفلوجة الثانية والتي كانت معركةً شرسةً بين القوات والعراقية,وتستند اللعبة في أحداثها إلى معركة الفلوجة الثانية والتي كانت معركةً شرسةً بين القوات الأمريكية والعراقية,وتستند اللعبة في أحداثها إلى معركة الفلوجة اvثانية والتي كانت معركةً شرسةً بين القوات الأمريكية والعراقية,4,4
483,ar_eg,/Users/khushi/Documents/Team-team/fleurs_audio/ar_eg/483.wav,يسعى المؤمن إلى الحصول على very تجربة مباشرة، أو حدس، أو رؤية للحقيقة الإلهية/المعبود أو المعبودين,يسعى المؤمن إلى الحصول على تجربة مباشرة، just أو حدس، أو رؤية للحقيقة الإلهية/المعبود أو المعبودين,يسعى المؤمن إلى الحصول على تجربة مباشرة، أو حدس، أو رؤية للحقيقة الإلهية/المعبود أو المعبودين,يسعى المؤمن إلى الحصول على تجربة cباشرة، أو حدس، أو رؤية للحقيقة الإلهية/المعبود أو المعبودين,يسعى إلى الحصول على تجربة مباشرة، أو حدس، أو رؤية للحقيقة الإلهية/المعبود أو المعبودين,3,3
