audio_id,language,audio,transcription,duration
985,de_de,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\de_de\985.wav,beim menschen gibt es weniger als eintausend dokumentierte fälle aber manche davon waren tödlich,6.78
1334,de_de,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\de_de\1334.wav,dies kann durch die verwendung eines relativ leisen weckers einfach erreicht werden um sie zu bewusstsein zu bringen ohne sie vollständig zu wecken,11.88
455,de_de,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\de_de\455.wav,der nachteil von zoomobjektiven ist dass die fokussierung und die anzahl an linsenelementen die für einen brennweitenbereich erforderlich sind viel größer sind als bei objektiven mit fester brennweite,13.86
856,de_de,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\de_de\856.wav,jeder zug hat sowohl metroplus als auch metro-wagen die metroplus-wagen befinden sich immer an dem zugende das kapstadt am nächsten ist,11.46
783,de_de,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\de_de\783.wav,wildtierfotografie wird oft als gegeben hingenommen aber wie auch bei anderer fotografie gilt dass ein bild mehr sagt als tausend worte,9.84
264,de_de,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\de_de\264.wav,der kommissar sagte wir haben uns noch nicht auf herkunftsregeln und zollkonditionen einigen können aber der rahmen den wir entwickelt haben reicht bereits aus um am 1. juli 2020 mit dem handel zu beginnen,15.54
123,de_de,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\de_de\123.wav,die us-botschaft in nairobi kenia hat eine warnung herausgegeben dass extremisten aus somalia planen selbstmordattentate in kenia und äthiopien zu verüben,11.58
845,de_de,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\de_de\845.wav,obwohl es alles andere als ein modernes phänomen ist verbinden die meisten menschen es wahrscheinlich mit jugendlichen die öffentliches und privates eigentum mit sprühfarbe zerstören,13.08
1004,de_de,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\de_de\1004.wav,es ist schon lange zeit bekannt dass verschiedene arten von hirnschäden wie traumata verletzungen und tumore das verhalten beeinflussen und veränderungen einiger gehirnfunktionen nach sich ziehen,13.62
174,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\174.wav,la mappatura del fondale marino è stata effettuata utilizzando un rov che ha permesso di localizzare il relitto,8.64
254,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\254.wav,il 18 marzo 1965 fu il primo a compiere un'attività extraveicolare con equipaggio eva o passeggiata nello spazio restando da solo al di fuori della capsula per poco più di dodici minuti,14.1
130,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\130.wav,tra giugno e agosto di quest'anno sarà la prima città dell'europa sud-orientale a ospitare il più grande evento di arte pubblica del mondo ovvero la cowparade,12.36
516,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\516.wav,in pratica il rinascimento ha modificato significativamente l'approccio all'apprendimento e alla divulgazione della conoscenza,7.92
278,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\278.wav,martedì l'ex governatore del massachusetts mitt romney con più del 46% dei voti si è aggiudicato la vittoria alle elezioni primarie presidenziali del partito repubblicano della florida,12.3
121,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\121.wav,l'acma ha stabilito anche che non c'era stata nessuna violazione delle leggi sulla censura relative ai contenuti onlin da parte del grande fratello nonostante il video fosse stato trasmesso in streaming su internet perché il materiale non è stato archiviato sul sito web del popolare reality,18.66
225,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\225.wav,rivolgendosi a blake il giudice ha affermato che era quasi inevitabile che finisse in prigione,8.1
885,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\885.wav,in genere a charlotte i taxi non sono utilizzati dalle famiglie anche se possono rivelarsi utili in alcune circostanze,10.5
241,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\241.wav,ieri l'ufficio postale si è scusato con i cittadini e i media dopo aver scoperto che il ragazzo aveva nascosto oltre 600 documenti postali tra cui 429 biglietti di capodanno mai consegnati ai rispettivi destinatari,14.46
481,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\481.wav,sulla fisarmonica per aumentare il volume è sufficiente esercitare una pressione e una velocità maggiori sul mantice,9.6
819,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\819.wav,quando si decide di intraprendere un viaggio è necessario prendere in considerazione vari aspetti sia prima della partenza che in itinere,13.44
727,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\727.wav,il giardino è circondato da diversi ristoranti al pomeriggio e alla sera spesso è possibile ascoltare concerti gratuiti dal padiglione centrale,8.88
894,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\894.wav,questi mezzi non sono molto agili quindi il cammino deve subire una lunga deviazione attorno ai monti transantartici per raggiungere il plateau,9.0
1289,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\1289.wav,gli squali sono presenti ma raramente attaccano l'uomo la maggior parte degli squali lo teme e tende a tenersi a distanza,10.32
928,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\928.wav,pilotare un drone in prossimità di un aeroporto o sopra zone affollate è generalmente una scelta infelice anche se non è considerata una pratica illegale nella tua regione,12.36
777,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\777.wav,generalmente questi eventi durano tra i tre e i sei mesi e si svolgono in aree non inferiori ai 50 ettari,12.24
661,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\661.wav,i settori occupazionali più importanti sono rappresentati dai servizi professionali dal governo dalla finanza dal commercio e dal turismo,10.8
522,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\522.wav,il motivo principale di questo fenomeno è il prodotto dei sogni lucidi che allungano il periodo di tempo tra le fasi rem,8.1
493,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\493.wav,questa civiltà si sviluppo presso i bacini del fiume indo da cui ha preso il nome,9.12
138,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\138.wav,spesso i pesci muoiono a seguito delle elevate concentrazioni di tossine nell'acqua,5.82
970,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\970.wav,la mancanza di uno sviluppo societario concreto è parte del suo fascino sentieri treni e barche collegano i villaggi non raggiungibili con l'auto,9.78
228,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\228.wav,gli scienziati hanno scoperto le cosiddette scarpate lobate formazioni morfologiche disseminate sulla superficie della luna che sembrano essere il risultato di un lentissimo processo di restringimento di questo satellite naturale,15.96
1202,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\1202.wav,di solito le femmine sono strettamente imparentate l'una con l'altra essendo una famiglia numerosa di figlie e sorelle,6.12
291,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\291.wav,non è stata segnalata alcuna attività sismica nella zona di hekla nelle ultime 48 ore da parte dell'ufficio meteorologico islandese,8.7
1463,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\1463.wav,un numero binario può avere solo uno dei due valori ovvero 0 o 1 e nel linguaggio tecnico informatico questi numeri sono chiamati cifre binarie o bit,16.26
906,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\906.wav,i fornitori di vpn personali rappresentano un ottimo sistema per eludere sia la censura politica che il filtro ip geografico commerciale,7.8
1507,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\1507.wav,i viaggiatori possono venire a contatto con parassiti animali che non sono diffusi nelle loro regioni d'origine,11.16
725,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\725.wav,jardín de la unión. questo spazio costituiva l'atrio di un convento del xvii secolo il cui unico edificio superstite oggi è la chiesa di san diego,15.42
1087,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\1087.wav,la tigre appartiene alla stessa famiglia il genere panthera del leone del leopardo e del giaguaro. questi quattro felini sono i soli a ruggire,14.16
1125,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\1125.wav,dal momento che i territori sono scarsamente popolati l'inquinamento luminoso spesso non rappresenta un problema e potrete anche godervi le stelle,9.18
630,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\630.wav,gli esseri umani sono la specie di gran lunga più dotata nel leggere la mente altrui,5.52
759,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\759.wav,un viaggiatore con parecchi soldi potrebbe considerare l'idea di un volo intorno al mondo con soste per soggiornare in molti di questi hotel,11.76
1255,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\1255.wav,si prevede che il costo di gran parte dei biglietti per gli eventi sarà compreso tra 2.500 ¥ e 130.000 ¥ mentre i normali biglietti costeranno all'incirca 7.000 ¥,17.22
559,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\559.wav,il nucleo è formato da due tipi di particelle i neutroni e i protoni,6.9
1273,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\1273.wav,xinhua ha riferito che gli inquirenti del governo mercoledì hanno recuperato due scatole nere' con le registrazioni di volo,11.34
1297,it_it,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\it_it\1297.wav,qualora dovessi decidere di reimpostare l'orologio nel sonno puoi metterlo dall'altra parte della stanza così sarai costretto ad alzarti dal letto per spegnerlo,10.8
823,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\823.wav,apesar da maior parte das agências estar disposta a aceitar a maioria das reservas comuns muitos agentes se especializam em determinados tipos de viagens orçamentos ou destinos,16.2
197,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\197.wav,arias teve seu teste positivado para um caso brando do vírus afirmou o ministro rodrigo arias,9.42
925,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\925.wav,as regras relativas à fotografia regular também se aplicam à gravação de vídeo possivelmente ainda mais,8.88
1244,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\1244.wav,todos os cidadãos da cidade do vaticano são católicos romanos,6.54
269,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\269.wav,é a primeira vez que uma condenação é obtida com base na legislação promulgada em 2003 para coibir mensagens eletrônicas em massa normalmente conhecidas como spam enviadas de forma não solicitada para o correio eletrônico dos usuários,17.34
88,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\88.wav,a notícia voou pela comunidade de red lake hoje como funerais para jeff weise e três das nove vítimas foram paradas que outro estudante chegou à prisão em ligação com o tiroteio na escola de 21 de março,16.2
636,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\636.wav,nessa ressonância o campo magnético e as ondas de rádio permitem que os átomos lancem minúsculos sinais de rádio,14.34
987,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\987.wav,típicos da noruega são fiordes íngremes e vales que de repente dão lugar a um planalto alto mais ou menos uniforme,10.8
476,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\476.wav,segundo a história sua motivação era a fama a qualquer custo os efésios revoltados declararam que o nome de heróstrato nunca seria gravado,13.38
1384,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\1384.wav,os desembarques e as seguintes batalhas no dia d libertaram o norte da frança mas o sul ainda não estava livre,10.98
725,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\725.wav,jardín de la unión este espaço foi construído como átrio de um convento do século 17 do qual o templo de san diego é o único edifício remanescente,16.86
98,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\98.wav,no dia 7 de outubro um motor se desmontou durante a decolagem sem feridos a rússia suspendeu brevemente os il-76s depois do acidente,17.52
519,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\519.wav,a mão humana é mais curta que o pé com falanges mais retas,10.86
1483,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\1483.wav,o efeito que a equipe procurava seria causado pelas forças de maré entre a matéria escura da galáxia e da via láctea,9.24
727,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\727.wav,há vários restaurantes cercando o jardim e nas tardes e noites de lá concertos grátis são frequentemente oferecidos no gazebo central,11.04
1325,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\1325.wav,chamamos esse processo de especiação que simplesmente significa a formação de novas espécies a especiação é uma consequência inevitável e uma parte muito importante da evolução,16.68
20,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\20.wav,nascido em hong kong ma estudou na universidade de nova iorque e na escola de direito de harvard e já teve um visto green card de residente permanente nos estados unidos,16.32
72,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\72.wav,os famosos advogados gregos sakis kechagioglou e george nikolakopoulos foram presos na prisão de korydallus em atenas pois foram considerados culpados de corrupção,19.38
633,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\633.wav,por exemplo se você visse alguém quebrando a janela de um carro provavelmente acharia que ele estivesse tentando roubar o veículo de um estranho,10.68
764,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\764.wav,ele enviou um e-mail aos estudantes da universidade local e recebeu um número enorme de ofertas de acomodação gratuita,9.66
603,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\603.wav,a água é outro exemplo o composto água é feito de dois átomos de hidrogênio e um átomo de oxigênio,14.04
1135,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\1135.wav,a primeira leitura pública do documento foi feita por john nixon no pátio do salão da independência no dia 8 de julho,12.24
1360,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\1360.wav,é praticamente impossível mudar a moeda corrente das malvinas fora das ilhas portanto troque o dinheiro antes de deixar as ilhas,13.44
22,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\22.wav,hsieh falou em adição que o fotogênico ma tinha mais estilo do que tinha de substância,9.84
152,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\152.wav,no ano de 2010 apesar de ser propriedade do estado o atual banco comercial northern rock plc teve seu desligamento do ‘banco ruim’ northern rock gestão de ativos,16.68
941,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\941.wav,a forma mais fácil de começar no ramo de escrever sobre viagens é aperfeiçoar suas habilidades num blogue de viagem que já esteja estabelecido,12.48
864,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\864.wav,além disso em climas mais quentes as bactérias crescem com mais rapidez e sobrevivem por mais tempo fora do corpo,16.2
258,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\258.wav,porém a redução do nível de ameaça para grave não significa que a ameaça geral desapareceu,11.82
404,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\404.wav,logo que a guerra se iniciou eles viajavam especialmente sobre o mar contudo à medida que o radar começou a se desenvolver e se tornar mais preciso para evitar que fossem vistos os submarinos foram forçados a mergulhar,17.76
364,pt_br,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\pt_br\364.wav,a lâmpada então precisa ser trocada é necessário ter cuidado ao trocar a lâmpada,9.78
907,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\907.wav,они лучше веб-прокси по ряду причин: они пересылают весь веб-трафик а не только трафик по http-протоколу,9.72
273,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\273.wav,он отметил что по некоторым исследованиям болезнь должна стать менее летальной прежде чем она сможет вызвать глобальную эпидемию,8.4
1162,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\1162.wav,пара может решить что растить ребенка не соответствует их интересам или интересам их ребенка,6.84
1066,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\1066.wav,несмотря на то что большая часть их еды была бы нам знакома у римлян всё-таки были свои странные и необычные блюда подаваемые во время пиршеств например кабан павлин улитки и такой вид грызуна как соня,19.2
1353,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\1353.wav,к уэмбли не запущено дополнительного транспорта там не будут останавливаться наземные поезда кроме того на поверхности отсутствуют парковки и перехватывающие стоянки,16.44
460,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\460.wav,одной из наиболее распространённых проблем при попытке конвертирования фильма в формат dvd является вылет развертки,12.72
980,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\980.wav,они могут быть опасными если путешественник пойдёт за миражом теряя ценную энергию и оставшуюся воду,7.86
22,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\22.wav,се также утверждал что фотогеничный ма больше выделялся внешностью чем харизмой,6.54
560,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\560.wav,протоны имеют положительный электрический заряд в то время как нейтроны заряда не имеют у электронов электрический заряд отрицательный,9.96
604,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\604.wav,у нее одна и та же молекулярная структура вне зависимости от того газ это жидкость или твердое вещество,9.0
1356,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\1356.wav,человек работающий в гараже недалеко от того места где произошла авария сказал там стояли дети которые ждали чтобы перейти дорогу все они кричали и плакали,12.48
246,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\246.wav,я счастлива что есть люди которые готовы меня поддержать,4.08
225,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\225.wav,судья сказал блейку что это почти неизбежно и он будет отправлен в тюрьму,6.96
1296,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\1296.wav,мост через реку ояпок представляет из себя вантовый мост он простирается через реку ояпок и соединяет города ояпоки в бразилии и сен-жорж-де-л'ояпок во французской гвиане,16.92
371,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\371.wav,эти растения выглядят как маленькая пальма с короной из острых шипообразных листьев,7.08
1332,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\1332.wav,эти отношения помогают в планировке дизайне и эксплуатации железнодорожных объектов,6.84
68,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\68.wav,когда жильцы начали рассказывать что с ними произошло большинство участвовавших семей вдруг поняли что кэролин уилсон из oha украла их гарантийные взносы и сбежала из города,13.86
1193,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\1193.wav,то же самое относится и к армии потому что звания стали основываться на качествах а не в зависимости от происхождения,9.78
410,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\410.wav,большая часть предметов погребенных с тутанхамоном прекрасно сохранилась включая тысячи артефактов из драгоценных металлов и редких камней,8.76
301,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\301.wav,следуя процедуре совместная резолюция обеих палат будет рассмотрена следующими избранными законодателями вновь в 2015 или 2016 году для продолжения процесса,17.88
950,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\950.wav,в основном вы будете расклевать объявления с предложением помочь ходить по докам подходить к людям которые чистят свои яхты пытаться наладить контакт с моряками в баре и так далее,13.44
683,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\683.wav,вы однозначно промокнёте если пройдётесь по мосту или тропинкам проложенным около водопада,7.92
450,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\450.wav,и затем снова на север через запад вновь пересекая реку мару после апрельских дождей,12.48
1388,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\1388.wav,вечер начал певец санджу шарма за ним выступил джай шанкар чаудхари esented the chhappan bhog bhajan также ему аккомпанировал певец раджу кханделвал,22.92
785,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\785.wav,многих экзотических животных сложно отыскать к тому же в парках иногда налагаются ограничения на фотографирование в коммерческих целях,9.6
965,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\965.wav,район каналов на голландском: grachtengordel — известный район 17 века расположенный вокруг центра города,9.48
658,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\658.wav,очень длинные летние дни могут привести к проблемам с получением достаточного сна и связанным с этим проблемам со здоровьем,8.52
232,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\232.wav,мужчина подозреваемый в совершении взрыва был арестован после получения травм от взрыва,5.88
1100,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\1100.wav,южная африка победила олл блэкс новую зеландию в матче кубка трех наций по регби-юниону на стадионе роял бафокенг в рюстенбурге южная африка,12.0
1312,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\1312.wav,вы можете рисовать свою собственную штриховку но помните что штриховка напечатана по музыкальным причинам и ей обычно стоит следовать,10.5
480,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\480.wav,так вы как можно меньше устанете запомните что не нужно сильно нажимать на клавиши для большей громкости как на фортепиано,8.58
67,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\67.wav,когда стало ясно что многие семьи хотели получить правовую помощь чтобы защититься от выселения 20 марта в общественном юридическом центре ист-бэй была проведена встреча для жертв жилищного мошенничества,14.64
174,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\174.wav,после картографирования морского дна обломки судна были найдены с помощью дистанционно управляемого аппарата,7.68
506,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\506.wav,у этих сайтов есть такие положительные стороны как возможность легко настроить страницу класса которая может включать в себя блоги видео фотографии и прочий функционал,10.5
1313,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\1313.wav,он приехал в сша с четырьмя центами в кармане книгой стихов и рекомендательным письмом от чарльза бэтчелора который был его начальником на предыдущей работе к томасу эдисону,14.34
105,ru_ru,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\ru_ru\105.wav,они включили финансовые ограничения и запрет евросоюза на экспорт сырой нефти от которого иранская экономика получает 80% зарубежного дохода,10.2
1336,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1336.wav,汉 密 尔 顿 hamilton 确 认 霍 华 德 大 学 医 院 收 治 的 病 人 情 况 稳 定,11.1
1504,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1504.wav,国 会 没 有 征 税 的 权 力 而 且 因 为 没 有 国 家 行 政 部 门 或 司 法 部 门 国 会 只 能 依 赖 州 政 府 执 行 所 有 法 案 而 州 政 府 又 经 常 不 配 合,10.8
166,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\166.wav,2008 年 11 月 26 日 孟 买 袭 击 者 带 着 手 榴 弹 和 自 动 武 器 乘 船 抵 达 他 们 袭 击 了 多 个 目 标 包 括 人 群 密 集 的 查 特 拉 帕 蒂 希 瓦 吉 chhatrapati shivaji 火 车 站 和 著 名 的 泰 姬 陵 酒 店,16.2
1132,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1132.wav,与 西 方 人 习 惯 的 工 作 文 化 相 比 日 本 人 的 工 作 文 化 中 等 级 制 度 更 明 显 更 加 正 式,10.08
308,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\308.wav,周 二 他 在 大 阪 去 世,4.68
221,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\221.wav,尽 管 他 如 此 评 说 他 表 示 会 支 持 英 国 选 手 参 加 伦 敦 主 办 的 2012 年 奥 运 会,8.22
174,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\174.wav,在 测 绘 海 床 后 借 助 遥 控 无 人 潜 水 器 rov 找 到 了 沉 船,8.28
686,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\686.wav,但 与 大 多 数 其 他 皇 家 陵 墓 相 比 图 坦 卡 蒙 陵 墓 几 乎 不 值 得 参 观 因 为 它 的 规 模 要 小 得 多 装 饰 也 平 淡 无 奇,11.22
469,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\469.wav,它 的 大 玻 璃 窗 和 薄 墙 不 可 能 长 时 间 抵 抗 得 住 一 次 坚 决 的 攻 击,8.76
75,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\75.wav,此 外 最 高 法 官 埃 万 杰 洛 斯 卡 卢 西 斯 因 腐 败 和 堕 落 行 为 被 判 入 狱,9.96
1210,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\1210.wav,国 家 飓 风 中 心 nhc 表 示 目 前 杰 瑞 对 陆 地 没 有 威 胁,8.16
358,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\358.wav,它 们 必 须 消 除 从 光 中 得 到 的 多 余 能 量 才 能 恢 复 到 之 前 的 能 量 等 级,6.0
4,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\4.wav,涉 事 飞 行 员 是 空 军 中 队 长 迪 罗 里 帕 塔 维 dilokrit pattavee,7.92
238,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\238.wav,所 以 如 果 你 站 在 海 岸 线 旁 边 就 能 看 到 底 部 的 各 类 鹅 卵 石 或 泥 状 物,5.82
99,cmn_hans_cn,C:\Users\acer\OneDrive\Desktop\hackenza\fleurs_audio\cmn_hans_cn\99.wav,在 阿 拉 斯 加 费 尔 班 克 斯 fairbanks 南 部 发 生 数 千 桶 原 油 泄 漏 后 横 贯 阿 拉 斯 加 长 达 800 英 里 的 输 油 管 道 系 统 被 关 闭,17.04
